,code,時価総額,セクター_en,従業員数,PBR,総収入,純利益,年,名前,セクター,address,lon,lat,display_name,log_price_rate
0,1301,29933772800.0,Consumer Defensive,2307.0,0.85577977,262519000000.0,2037000000.0,2020.0,極洋,食品,〒107-0052 東京都港区赤坂３−３−５,35.671513,139.741379,1301 極洋,0.0518106480459872
1,1332,127256666112.0,Consumer Defensive,9247.0,0.8017187,690016000000.0,14768000000.0,2020.0,日本水産,食品,〒105-8676 東京都港区西新橋１−３−１,35.665020509106995,139.76079835459998,1332 日本水産,-0.40810637432497276
2,1333,112090398720.0,Consumer Defensive,11107.0,0.817978,905204000000.0,12537000000.0,2020.0,マルハニチロ,食品,〒135-8608 東京都江東区豊洲３−２−２０ 豊洲フロント,35.653641,139.798843,1333 マルハニチロ,-0.2135044513029776
3,1352,8281886208.0,Consumer Defensive,404.0,1.2711493999999999,80492000000.0,454000000.0,2020.0,ホウスイ,食品,〒135-0061 東京都江東区豊洲６−６−３,35.638515324162995,139.78547590927,1352 ホウスイ,0.1586208450790213
4,1375,72527003648.0,Consumer Defensive,,10.541741,,,,雪国まいたけ,食品,〒949-6695 新潟県南魚沼市余川８９,37.07523935962614,138.87811475733926,1375 雪国まいたけ,0.0
5,1376,17948930048.0,Basic Materials,667.0,0.8666027000000001,58179000000.0,1122000000.0,2020.0,カネコ種苗,バイオテクノロジー,〒371-8503 前橋市古市町１−５０−１２,36.373337,139.049957,1376 カネコ種苗,0.09229631336748931
6,1377,150517579776.0,Consumer Defensive,2477.0,1.4451943999999999,61667000000.0,6094000000.0,2020.0,サカタのタネ,バイオテクノロジー,〒224-0041 横浜市都筑区仲町台２−７−１,35.531734,139.59583999999998,1377 サカタのタネ,-0.015592488177873672
7,1379,64588943360.0,Consumer Defensive,4181.0,1.28996,71220000000.0,1531000000.0,2020.0,ホクト,食品,〒381-8533 長野市南堀１３８−１,36.661598,138.244949,1379 ホクト,0.08383482718701966
8,1380,4673583616.0,Consumer Defensive,276.0,2.5331101,5790000000.0,71000000.0,2020.0,秋川牧園,食品,〒753-0303 山口市仁保下郷１０３１７,34.182925743519,131.53770141732,1380 秋川牧園,0.37105134720849564
9,1381,17858402304.0,Consumer Defensive,1313.0,1.1559589,19770000000.0,1973000000.0,2020.0,アクシーズ,食品,〒890-0014 鹿児島市草牟田２−１−８,31.599459000000003,130.540329,1381 アクシーズ,0.40574775674517943
10,1382,789211328.0,Consumer Defensive,44.0,1.7977467,3230000000.0,28000000.0,2020.0,ホーブ,食品,〒071-1544 北海道上川郡東神楽町１４北１,43.694641,142.464691,1382 ホーブ,-0.5741729595334089
11,1383,2830049792.0,Consumer Defensive,267.0,2.9026234,4885000000.0,-3000000.0,2019.0,ベルグアース,食品,〒798-3361 愛媛県宇和島市津島町北灘甲８８−１,33.137798,132.501495,1383 ベルグアース,-0.14068607586667461
12,1384,5853593600.0,Consumer Defensive,229.0,0.65608525,13416000000.0,223000000.0,2020.0,ホクリヨウ,食品,〒003-0012 札幌市白石区中央二条３−６−１５,43.05538055736101,141.40031111273996,1384 ホクリヨウ,0.024351242292413835
13,1400,3236153088.0,Real Estate,64.0,1.1386718,3598000000.0,-32000000.0,2019.0,ルーデン・ホールディングス,住宅建設,〒150-0031 東京都渋谷区桜丘町２０−１,35.652061922114,139.70423294898998,1400 ルーデン・ホールディングス,0.029741969198737516
14,1401,4987140096.0,Industrials,101.0,2.045061,3345000000.0,227000000.0,2020.0,エムビーエス,住宅建設,〒755-0151 山口県宇部市西岐波１１７３−１６２,33.964239524735,131.30011678073,1401 エムビーエス,-0.6214721438530543
15,1407,124557287424.0,Utilities,,6.12286,61947000000.0,4417000000.0,2020.0,ウエストホールディングス,住宅建設,〒733-0002 広島市西区楠木町１−１５−２４,34.404392,132.455994,1407 ウエストホールディングス,1.2335090567690419
16,1413,27899449344.0,Consumer Cyclical,3111.0,1.4724948,117687000000.0,2360000000.0,2019.0,ヒノキヤグループ,住宅建設,〒100-0005 東京都千代田区丸の内１−８−３ 丸の内トラストタワー本館,35.679297221792005,139.7727055591,1413 ヒノキヤグループ,0.04287952413946519
17,1414,283135803392.0,Industrials,881.0,3.392467,67590000000.0,9005000000.0,2020.0,ショーボンドホールディングス,建設・土木,〒103-0015 東京都中央区日本橋箱崎町７−８,35.675938,139.78813200000002,1414 ショーボンドホールディングス,0.11454427413522471
18,1417,172012781568.0,Industrials,12580.0,0.78943044,441166000000.0,15220000000.0,2020.0,ミライト・ホールディングス,設備工事,〒135-0061 東京都江東区豊洲５−６−３６,35.64810900000001,139.800003,1417 ミライト・ホールディングス,0.09466502596987166
19,1418,5482849792.0,Industrials,364.0,1.3044761,19053000000.0,108000000.0,2020.0,インターライフホールディングス,他産業サービス・製品,〒104-0061 東京都中央区銀座６−１３−１６ 銀座ウォールビル,35.665817,139.76814299999998,1418 インターライフホールディングス,0.18006323914868452
20,1419,41974513664.0,Consumer Cyclical,3610.0,2.0643528,209207000000.0,5109000000.0,2020.0,タマホーム,不動産（住宅）,〒108-0074 東京都港区高輪３−２２−９ タマホーム本社ビル,35.628708,139.740433,1419 タマホーム,-0.06420516055193105
21,1420,7494048768.0,Consumer Cyclical,848.0,0.49387145,56351000000.0,359000000.0,2020.0,サンヨーホームズ,不動産（住宅）,〒550-0005 大阪市西区西本町１−４−１,34.679276,135.50018300000002,1420 サンヨーホームズ,0.08961431089585982
22,1429,21189062656.0,Basic Materials,475.0,2.9946134,21366000000.0,1275000000.0,2019.0,日本アクア,住宅設備・機器,〒108-0075 東京都港区港南２−１６−２,35.623955551169,139.74385555585,1429 日本アクア,0.061072526425059226
23,1430,9224492032.0,Consumer Cyclical,138.0,1.6137925,23418000000.0,872000000.0,2020.0,ファーストコーポレーション,住宅建設,〒167-0051 東京都杉並区荻窪４−３０−１６ 藤澤ビルディング,35.700563566829,139.62694215274,1430 ファーストコーポレーション,0.1695029051022658
24,1431,21847197696.0,Real Estate,184.0,6.6933675,,,,Ｌｉｂ　Ｗｏｒｋ,住宅建設,〒861-0541 熊本県山鹿市鍋田１７８−１,33.020186794736,130.65956703595,1431 Ｌｉｂ　Ｗｏｒｋ,0.534161877410715
25,1433,12800854016.0,Industrials,90.0,8.443856,3436000000.0,59000000.0,2020.0,ベステラ,他産業サービス・製品,〒135-0023 東京都江東区平野３−２−６ 木場パークビル,35.673369443081,139.8099138899,1433 ベステラ,0.3923978859337488
26,1434,3452273920.0,Industrials,,1.0233459999999999,8993000000.0,314000000.0,2020.0,ＪＥＳＣＯホールディングス,設備工事,〒164-0011 東京都中野区中央４−３−４ ＪＥＳＣＯ新中野ビル,35.694533334531,139.67261944017,1434 ＪＥＳＣＯホールディングス,-0.009390469066485252
27,1435,17040748544.0,Real Estate,203.0,2.3206751,18828000000.0,-14536000000.0,2019.0,ＴＡＴＥＲＵ,不動産（住宅）,〒150-0022 東京都渋谷区恵比寿南３−４−１４ オーベル代官山ＤＥ,35.64300129811155,139.70735910708436,1435 ＴＡＴＥＲＵ,-0.1908081706712733
28,1436,6267491840.0,Industrials,69.0,1.5008778999999999,4735000000.0,79000000.0,2020.0,フィット,不動産（住宅）,〒105-0012 東京都港区芝大門２−２−１ ユニゾ芝大門二丁目ビル,35.6533833310954,139.75660833543586,1436 フィット,0.7327024951405866
29,1439,1280491648.0,Industrials,138.0,0.98176104,5059000000.0,123000000.0,2019.0,安江工務店,住宅建設,〒460-0008 名古屋市中区栄２−３−１ 名古屋広小路ビルヂング,35.164830554945,136.90321944746,1439 安江工務店,-0.29585385545556475
30,1443,4643782144.0,Industrials,161.0,0.5435609,10008000000.0,656000000.0,2020.0,技研ホールディングス,建設・土木,〒101-0042 東京都千代田区神田東松下町１７,35.6912290573501,139.77754140467684,1443 技研ホールディングス,-0.23077884426552248
31,1446,5376736256.0,Industrials,,1.5910242,12264000000.0,191000000.0,2020.0,キャンディル,住宅建設,〒162-0853 東京都新宿区北山伏町１−１１ 牛込食糧ビル,35.696348767467,139.73368010191,1446 キャンディル,-0.43740246787033754
32,1447,13461823488.0,Technology,2032.0,8.171505,21224000000.0,83000000.0,2020.0,ＩＴｂｏｏｋホールディングス,建設・土木,〒103-0025 東京都中央区日本橋茅場町２−８−４,35.675983328487,139.78253888983,1447 ＩＴｂｏｏｋホールディングス,-0.09317722485418334
33,1448,22293987328.0,Industrials,1380.0,0.8500093000000001,85481000000.0,997000000.0,2020.0,スペースバリューホールディングス,建設関連製品・設備,〒105-0014 東京都港区芝３−４−１２ ＳＶＨＤビル,35.649536115903004,139.75230556008,1448 スペースバリューホールディングス,0.3212571548893415
34,1450,8786252800.0,Industrials,80.0,1.0368407,6662000000.0,551000000.0,2020.0,田中建設工業,他産業サービス・製品,〒105-0004 東京都港区新橋４−２４−１１,35.660488889755996,139.75946110833002,1450 田中建設工業,0.5910236524593381
35,1451,2219132160.0,Real Estate,142.0,0.40333209999999997,,,,ＫＨＣ,不動産（住宅）,〒673-0015 兵庫県明石市花園町２−２,34.661036106432,134.96726944635,1451 ＫＨＣ,-0.4117437686998779
36,1491,11006585856.0,Basic Materials,110.0,1.71071,28517000000.0,-296000000.0,2020.0,中外鉱業,非鉄金属・金属製品,〒100-6312 東京都千代田区丸の内２−４−１ 丸の内ビルディング,35.677856,139.766861,1491 中外鉱業,0.5389965007326869
37,1514,6237468160.0,Energy,58.0,0.43106124,15390000000.0,1021000000.0,2020.0,住石ホールディングス,燃料・資源,〒105-0004 東京都港区新橋６−１６−１２,35.658859,139.75563,1514 住石ホールディングス,-0.2878606279383728
38,1515,44759072768.0,Basic Materials,1882.0,0.43026507,117502000000.0,4518000000.0,2020.0,日鉄鉱業,燃料・資源,〒100-8377 東京都千代田区丸の内２−３−２,35.678375,139.765976,1515 日鉄鉱業,0.21506250642300492
39,1518,9207327744.0,Energy,1274.0,0.27232203,66596000000.0,2292000000.0,2020.0,三井松島ホールディングス,燃料・資源,〒810-8527 福岡市中央区大手門１−１−１２,33.585598,130.388138,1518 三井松島ホールディングス,-0.47763180326300947
40,1605,846915960832.0,Energy,3117.0,0.3069098,1270849000000.0,157056000000.0,2019.0,国際石油開発帝石,燃料・資源,〒107-6332 東京都港区赤坂５−３−１ 赤坂Ｂｉｚタワー,35.669975,139.73963899999998,1605 国際石油開発帝石,-0.667146608647044
41,1662,100245487616.0,Energy,1739.0,0.25948015,318822000000.0,26815000000.0,2020.0,石油資源開発,燃料・資源,〒100-0005 東京都千代田区丸の内１−７−１２ サピアタワー,35.680588,139.771759,1662 石油資源開発,-0.42522244263010167
42,1663,39057604608.0,Utilities,636.0,0.5152011,65133000000.0,2737000000.0,2019.0,Ｋ＆Ｏエナジーグループ,燃料・資源,〒297-0026 千葉県茂原市茂原６６１,35.418777779929,140.31008333352,1663 Ｋ＆Ｏエナジーグループ,-0.07435386713479675
43,1711,3380881664.0,Utilities,26.0,21.130205,2273000000.0,-359000000.0,2020.0,省電舎ホールディングス,燃料・資源,〒105-0012 東京都港区芝大門２−２−１１ 泉芝大門ビル,35.652607,139.756607,1711 省電舎ホールディングス,0.3282630740801599
44,1712,11556679680.0,Industrials,167.0,0.9148960999999999,14048000000.0,678000000.0,2020.0,ダイセキ環境ソリューション,建設・土木,〒467-0852 名古屋市瑞穂区明前町８−１８,35.11027500259,136.92382499699,1712 ダイセキ環境ソリューション,-0.47247931574450247
45,1716,12606827520.0,Industrials,568.0,1.0328377,17440000000.0,1523000000.0,2020.0,第一カッター興業,建設・土木,〒253-0071 神奈川県茅ヶ崎市萩園８３３,35.345474,139.379959,1716 第一カッター興業,0.45521465087343277
46,1717,7869246976.0,Industrials,170.0,1.9381351000000002,4353000000.0,639000000.0,2020.0,明豊ファシリティワークス,建設・土木,〒102-0093 東京都千代田区平河町２−７−９ ＪＡ共済ビル,35.677021,139.7435,1717 明豊ファシリティワークス,-0.1311952105308728
47,1718,4175947520.0,Industrials,577.0,0.3145725,29887000000.0,1071000000.0,2019.0,美樹工業,建設・土木,〒670-0965 兵庫県姫路市東延末２−５０,34.81908,134.686249,1718 美樹工業,-0.1021979524549778
48,1719,137631809536.0,Industrials,3998.0,0.9688343,378135000000.0,16803000000.0,2020.0,安藤・間,建設・土木,〒107-8658 東京都港区赤坂６−１−２０,35.668411,139.73959399999998,1719 安藤・間,-0.2579635699588302
49,1720,50640224256.0,Industrials,2843.0,0.5061872000000001,322170000000.0,14903000000.0,2020.0,東急建設,建設・土木,〒150-8340 東京都渋谷区渋谷１−１６−１４ 渋谷地下鉄ビル,35.658237,139.705811,1720 東急建設,-0.42333810037880315
50,1721,394990354432.0,Industrials,16844.0,1.2648197,560882000000.0,25994000000.0,2020.0,コムシスホールディングス,設備工事,〒141-8647 東京都品川区東五反田２−１７−１,35.620193,139.732498,1721 コムシスホールディングス,0.049836108794763426
51,1723,31303069696.0,Technology,623.0,1.3171915,21514076000.0,934680000.0,2010.0,日本電技,設備工事,〒130-8556 東京都墨田区両国２−１０−１４ 両国シティコア,35.690655,139.795929,1723 日本電技,0.20608230409989764
52,1724,3124768512.0,Technology,301.0,1.0212382,10294000000.0,834000000.0,2019.0,シンクレイヤ,設備工事,〒460-0012 名古屋市中区千代田２−２１−１８,35.15406,136.915115,1724 シンクレイヤ,-0.6194757035649399
53,1726,27209052160.0,Industrials,568.0,3.7117996,34775000000.0,1348000000.0,2020.0,ビーアールホールディングス,建設・土木,〒732-0052 広島市東区光町２−６−３１,34.397732,132.481247,1726 ビーアールホールディングス,0.277798469004353
54,1728,2749862400.0,Consumer Cyclical,516.0,0.48336634,26387000000.0,93000000.0,2020.0,ミサワホーム中国,住宅建設,〒700-0971 岡山市北区野田２−１３−１７,34.650898,133.905212,1728 ミサワホーム中国,-0.20942742388189364
55,1730,1877573504.0,Industrials,103.0,1.3765209999999999,4030000000.0,39000000.0,2020.0,麻生フオームクリート,建設・土木,〒211-0022 川崎市中原区苅宿３６−１,35.55772800000001,139.66665600000002,1730 麻生フオームクリート,-0.02486583670177757
56,1736,11554611200.0,Industrials,430.0,0.75121045,27225000000.0,1620000000.0,2020.0,オーテック,設備工事,〒135-0016 東京都江東区東陽２−４−２,35.665535,139.821808,1736 オーテック,-0.06822875170254629
57,1737,12376165376.0,Industrials,379.0,0.9169502,21022000000.0,170000000.0,2020.0,三井金属エンジニアリング,建設・土木,〒130-0013 東京都墨田区錦糸３−２−１,35.694298,139.817505,1737 三井金属エンジニアリング,0.11588727277529833
58,1739,3950021632.0,Consumer Cyclical,65.0,5.8885974999999995,5142000000.0,56000000.0,2014.0,シード平和,住宅建設,〒532-0004 大阪市淀川区西宮原２−１−３ ＳＯＲＡ新大阪２１,34.73154166488,135.49694166426,1739 シード平和,-0.37159650120058224
59,1743,2691617024.0,Industrials,,0.38158152,11045000000.0,619000000.0,2020.0,コーアツ工業,建設・土木,〒890-0008 鹿児島市伊敷５−１７−５,31.623144,130.528229,1743 コーアツ工業,-0.09377335528233663
60,1757,15960139776.0,Real Estate,81.0,7.5091186,2270000000.0,-465000000.0,2020.0,クレアホールディングス,住宅建設,〒107-0052 東京都港区赤坂８−５−２８ アクシア青山,35.668293,139.729843,1757 クレアホールディングス,1.1118575154181303
61,1758,3244185856.0,Industrials,221.0,0.45918912,11853000000.0,479000000.0,2020.0,太洋基礎工業,建設・土木,〒454-0871 名古屋市中川区柳森町１０７,35.147919,136.86369299999998,1758 太洋基礎工業,-0.4039740585450607
62,1762,70821232640.0,Industrials,4389.0,0.63892645,282366000000.0,8698000000.0,2020.0,高松コンストラクショングループ,建設・土木,〒532-0025 大阪市淀川区新北野１−２−３,34.714954,135.48498500000002,1762 高松コンストラクショングループ,-0.2981503160796873
63,1764,2261687808.0,Industrials,434.0,1.4835783,14817540000.0,243649000.0,2010.0,工藤建設,建設・土木,〒225-0003 横浜市青葉区新石川４−３３−１０,35.564926,139.56561299999998,1764 工藤建設,-0.15168384024077144
64,1766,107440734208.0,Real Estate,6348.0,1.0991751,323386000000.0,8606000000.0,2020.0,東建コーポレーション,住宅建設,〒460-0002 名古屋市中区丸の内２−１−３３,35.173473,136.90004,1766 東建コーポレーション,0.1345378367469953
65,1768,6271783936.0,Industrials,124.0,0.9061955,15856000000.0,539000000.0,2020.0,ソネック,建設・土木,〒676-0082 兵庫県高砂市曽根町２２５７−１,34.775356,134.77426100000002,1768 ソネック,0.06358242317384119
66,1770,7708751872.0,Industrials,565.0,0.5763295999999999,29087000000.0,1131000000.0,2020.0,藤田エンジニアリング,設備工事,〒370-0069 群馬県高崎市飯塚町１１７４−５,36.337578,139.011002,1770 藤田エンジニアリング,0.06289422808300064
67,1775,18525949952.0,Industrials,1531.0,0.7288194,81986000000.0,3678000000.0,2020.0,富士古河Ｅ＆Ｃ,設備工事,〒212-0013 川崎市幸区堀川町５８０ ソリッドスクエア西館,35.531837,139.703278,1775 富士古河Ｅ＆Ｃ,0.07729300320618412
68,1776,8084430848.0,Industrials,469.0,0.6927531,33384000000.0,1038000000.0,2020.0,三井住建道路,建設・土木,〒160-0023 東京都新宿区西新宿６−２４−１ 西新宿三井ビル,35.69181628435368,139.69221926715406,1776 三井住建道路,0.09279233453960598
69,1780,17147899904.0,Industrials,349.0,1.0863308,23769000000.0,954000000.0,2020.0,ヤマウラ,建設・土木,〒399-4195 長野県駒ヶ根市北町２２−１,35.738346,137.94006299999998,1780 ヤマウラ,0.031572259510818754
70,1782,6977600000.0,Industrials,398.0,0.72213805,18014000000.0,1003000000.0,2020.0,常磐開発,建設・土木,〒972-8321 福島県いわき市常磐湯本町辰ノ口１,37.011776,140.852081,1782 常磐開発,0.4148716307490414
71,1783,2688364288.0,Industrials,,0.70987654,2474000000.0,-3723000000.0,2020.0,アジアゲートホールディングス,建設・土木,〒107-6327 東京都港区赤坂５−３−１ 赤坂Ｂｉｚタワー,35.66998610628,139.73969721833998,1783 アジアゲートホールディングス,-0.42956265968722485
72,1787,11671932928.0,Industrials,263.0,1.7217429,11019000000.0,466000000.0,2020.0,ナカボーテック,建設・土木,〒104-0033 東京都中央区新川２−５−２,35.673588,139.784256,1787 ナカボーテック,0.30286354111370983
73,1788,1470547200.0,Industrials,84.0,0.5871151,5703000000.0,97000000.0,2020.0,三東工業社,建設・土木,〒520-3022 滋賀県栗東市上鈎４８０,35.020519,135.998688,1788 三東工業社,0.032529974217531225
74,1789,4713067520.0,Industrials,,2.0072696,5700000000.0,151000000.0,2020.0,ＥＴＳホールディングス,設備工事,〒171-0022 東京都豊島区南池袋１−１０−１３ 荒井ビル,35.721577,139.714172,1789 ＥＴＳホールディングス,-0.32284794679972906
75,1793,25152663552.0,Industrials,802.0,0.58423936,68132000000.0,949000000.0,2013.0,大本組,建設・土木,〒107-8514 東京都港区南青山５−９−１５ 青山ＯＨＭＯＴＯビル,35.659769440015005,139.71443332957,1793 大本組,0.047243050123139486
76,1795,2941662976.0,Industrials,,0.71049696,11409000000.0,417000000.0,2020.0,マサル,建設・土木,〒135-8432 東京都江東区佐賀１−９−１４,35.673672223227,139.79322222044,1795 マサル,0.09070855645735014
77,1798,4382018048.0,Industrials,424.0,0.42092824,39531000000.0,841000000.0,2020.0,守谷商会,建設・土木,〒380-8533 長野市南千歳町８７８,36.644199,138.19215400000002,1798 守谷商会,0.045455400843513155
78,1799,36783144960.0,Industrials,903.0,1.1138142,40776334000.0,2230853000.0,2010.0,第一建設工業,建設・土木,〒950-8582 新潟市中央区八千代１−４−３４,37.911591,139.05784599999998,1799 第一建設工業,0.07973193788350899
79,1801,771979149312.0,Industrials,14562.0,1.0206786,1751330000000.0,122087000000.0,2020.0,大成建設,建設・土木,〒163-0606 東京都新宿区西新宿１−２５−１ 新宿センタービル,35.688606,139.698776,1801 大成建設,-0.2087849811642627
80,1802,671718506496.0,Industrials,14993.0,0.7874625,2073043000000.0,113093000000.0,2020.0,大林組,建設・土木,〒108-8502 東京都港区港南２−１５−２ 品川インターシティＢ棟,35.62305100000001,139.745285,1802 大林組,-0.29664459775274143
81,1803,615625588736.0,Industrials,14119.0,0.8176996,1698292000000.0,98977000000.0,2020.0,清水建設,建設・土木,〒104-8370 東京都中央区京橋２−１６−１,35.67329,139.776321,1803 清水建設,-0.38597869747689134
82,1805,21198698496.0,Industrials,1394.0,0.53678685,134859000000.0,5109000000.0,2020.0,飛島建設,建設・土木,〒108-0075 東京都港区港南１−８−１５ Ｗビル,35.627116668142,139.74745277965,1805 飛島建設,-0.28154522490817824
83,1807,6750970880.0,Industrials,491.0,0.40410638,36861000000.0,1044000000.0,2020.0,佐藤渡辺,建設・土木,〒106-8567 東京都港区南麻布１−１８−４,35.647263,139.737259,1807 佐藤渡辺,0.02269639446928523
84,1808,335596322816.0,Consumer Cyclical,7315.0,0.86810315,846029000000.0,59851000000.0,2020.0,長谷工コーポレーション,住宅建設,〒105-8507 東京都港区芝２−３２−１,35.647175,139.752975,1808 長谷工コーポレーション,-0.16075363601995524
85,1810,23714740224.0,Industrials,774.0,0.5878864,94422000000.0,2559000000.0,2020.0,松井建設,建設・土木,〒104-8281 東京都中央区新川１−１７−２２,35.674965,139.787003,1810 松井建設,-0.06773421807975533
86,1811,33090658304.0,Industrials,957.0,0.47496244,132957000000.0,4462000000.0,2020.0,錢高組,建設・土木,〒102-8678 東京都千代田区一番町３１,35.683644446319,139.74621667057,1811 錢高組,0.10503843339321926
87,1812,708896751616.0,Industrials,18673.0,0.8526405,2010751000000.0,103242000000.0,2020.0,鹿島建設,建設・土木,〒107-8388 東京都港区元赤坂１−３−１,35.674118,139.737564,1812 鹿島建設,-0.012797643927824063
88,1813,27474292736.0,Industrials,873.0,0.9722006,71200000000.0,2777000000.0,2020.0,不動テトラ,建設・土木,〒103-0016 東京都中央区日本橋小網町７−２,35.67884799999999,139.78419499999998,1813 不動テトラ,0.04861997199392935
89,1814,9193795584.0,Real Estate,580.0,0.50369406,65167000000.0,1897000000.0,2020.0,大末建設,建設・土木,〒541-0056 大阪市中央区久太郎町２−５−２８,34.678065999999994,135.50663799999998,1814 大末建設,-0.16679104102044667
90,1815,28619937792.0,Industrials,1966.0,0.4979048,192842000000.0,4960000000.0,2020.0,鉄建建設,建設・土木,〒101-8366 東京都千代田区神田三崎町２−５−３,35.696051325816995,139.77714839466,1815 鉄建建設,-0.400285963542979
91,1820,107818631168.0,Industrials,3005.0,0.54411966,391621000000.0,18721000000.0,2020.0,西松建設,建設・土木,〒105-6407 東京都港区虎ノ門１−１７−１ 虎ノ門ヒルズ　ビジネスタワー,35.66454126066632,139.7531265668711,1820 西松建設,-0.11080404548200744
92,1821,68108771328.0,,,,472402000000.0,15550000000.0,2020.0,三井住友建設,建設・土木,〒104-0051 東京都中央区佃２−１−６,35.666348,139.78862,1821 三井住友建設,-0.34833418152100404
93,1822,62241792000.0,Industrials,1646.0,0.9090725000000001,162811000000.0,6647000000.0,2020.0,大豊建設,建設・土木,〒104-8289 東京都中央区新川１−２４−４,35.673363,139.788773,1822 大豊建設,0.2662754747166126
94,1824,150467936256.0,Industrials,6545.0,0.6379575,487856000000.0,14342000000.0,2020.0,前田建設工業,建設・土木,〒102-8151 東京都千代田区富士見２−１０−２,35.695263582727996,139.74655043795,1824 前田建設工業,-0.12827907369662464
95,1826,6931852288.0,Industrials,471.0,0.49581440000000004,36494000000.0,1123000000.0,2020.0,佐田建設,建設・土木,〒371-0846 前橋市元総社町１−１−７,36.382046,139.047348,1826 佐田建設,-0.058119490319499076
96,1827,13919768576.0,Industrials,1361.0,0.4010588,116977000000.0,2932000000.0,2020.0,ナカノフドー建設,建設・土木,〒162-0845 東京都新宿区市谷本村町１−１,35.68825000302,139.73695555925,1827 ナカノフドー建設,-0.09155725371705463
97,1828,8582121984.0,Industrials,1021.0,0.5170894,37708000000.0,1880000000.0,2020.0,田辺工業,設備工事,〒942-0032 新潟県上越市大字福田２０,37.166847,138.274719,1828 田辺工業,-0.13841848121096753
98,1833,93511802880.0,Industrials,2093.0,0.5924084,226371000000.0,9795000000.0,2020.0,奥村組,建設・土木,〒545-8555 大阪市阿倍野区松崎町２−２−２,34.641040999999994,135.519379,1833 奥村組,-0.12736975955043028
99,1835,96838647808.0,Industrials,1856.0,1.0789816,146034000000.0,10657000000.0,2020.0,東鉄工業,建設・土木,〒160-8589 東京都新宿区信濃町３４ ＪＲ信濃町ビル,35.676693,139.722977,1835 東鉄工業,-0.1394974372133758
100,1840,3249675008.0,Consumer Cyclical,779.0,0.29802638,30417000000.0,179000000.0,2019.0,土屋ホールディングス,住宅建設,〒060-0809 札幌市北区北９条西３−７,43.06921,141.353638,1840 土屋ホールディングス,-0.15575653261235475
101,1841,3003604480.0,Industrials,139.0,0.27407476,9000000000.0,450000000.0,2020.0,サンユー建設,不動産（住宅）,〒145-0066 東京都大田区南雪谷２−１７−８,35.587452,139.683289,1841 サンユー建設,-0.2470443180337476
102,1844,3085451264.0,Industrials,101.0,0.7448949,5187000000.0,337000000.0,2020.0,大盛工業,建設・土木,〒101-0046 東京都千代田区神田多町２−１ 神田進興ビル,35.689972217469,139.7725694417,1844 大盛工業,-0.25610225026696115
103,1847,13021683712.0,Real Estate,504.0,1.7106578000000001,59806000000.0,910000000.0,2010.0,イチケン,建設・土木,〒105-0023 東京都港区芝浦１−１−１ 浜松町ビルディング,35.646478908095006,139.75939298496002,1847 イチケン,0.018237789690471136
104,1848,10599071744.0,Industrials,433.0,1.2306122,27979000000.0,647000000.0,2020.0,富士ピー・エス,建設・土木,〒810-0022 福岡市中央区薬院１−１３−８,33.579346,130.400711,1848 富士ピー・エス,0.03052681159506421
105,1850,8475637760.0,Industrials,524.0,0.7978399,40155000000.0,493000000.0,2020.0,南海辰村建設,建設・土木,〒556-0011 大阪市浪速区難波中３−５−１９,34.659363,135.501328,1850 南海辰村建設,-0.14690951857069875
106,1852,32112365568.0,Industrials,1452.0,0.8354814,141472000000.0,4300000000.0,2020.0,淺沼組,建設・土木,〒556-0017 大阪市浪速区湊町１−２−３ マルイト難波ビル,34.663691669509,135.49911666306002,1852 淺沼組,-0.1250796337030909
107,1853,9399249920.0,Industrials,371.0,3.2026603,31962000000.0,469000000.0,2011.0,森組,建設・土木,〒541-0045 大阪市中央区道修町４−５−１７,34.685806,135.501495,1853 森組,-0.05651298142171089
108,1860,192869629952.0,Industrials,5463.0,0.6955064000000001,518683000000.0,25845000000.0,2020.0,戸田建設,建設・土木,〒104-0032 東京都中央区八丁堀２−８−５,35.673330559120004,139.77868121876998,1860 戸田建設,-0.027566741365651185
109,1861,111263367168.0,Industrials,4154.0,0.738272,436151000000.0,19447000000.0,2020.0,熊谷組,建設・土木,〒162-8557 東京都新宿区津久戸町２−１,35.699749,139.744476,1861 熊谷組,-0.20152902948651075
110,1866,16686560256.0,Industrials,972.0,0.48940527,61951000000.0,2152000000.0,2020.0,北野建設,建設・土木,〒380-0935 長野市中御所岡田４５−１ 山王ビル,36.644166668265,138.18596389375,1866 北野建設,-0.012273551849348955
111,1867,9170264064.0,Industrials,971.0,0.41934583,51938000000.0,1434000000.0,2020.0,植木組,建設・土木,〒945-8540 新潟県柏崎市駅前１−５−４５,37.362516727991,138.55978723567,1867 植木組,0.1274413200450778
112,1870,38325288960.0,Industrials,1138.0,0.71280324,90129000000.0,5158000000.0,2020.0,矢作建設工業,建設・土木,〒461-0004 名古屋市東区葵３−１９−７ 葵センタービル,35.167362,136.930466,1870 矢作建設工業,0.10246778865616123
113,1871,26339418112.0,Industrials,1709.0,0.69623345,105744000000.0,3214000000.0,2020.0,ピーエス三菱,建設・土木,〒104-8215 東京都中央区晴海２−５−２４ 晴海センタービル,35.652206,139.78585800000002,1871 ピーエス三菱,-0.14933818154326903
